"model","years","cohort","mean_rate","median_rate","c_index","L_CI","U_CI"
"num_mm_20","5","57070","9.0156334326266","7.6","0.652855332672102","0.651789403207481","0.653921262136724"
"PI_cons_NB_37","5","57070","9.0156334326266","7.6","0.636423574160806","0.635154336350518","0.637692811971093"
"PI_cons_NB_20","5","57070","9.0156334326266","7.6","0.630931825565154","0.629653373535391","0.632210277594917"
"PI_gen_37","5","57070","9.0156334326266","7.6","0.663682751673134","0.662580045785665","0.664785457560603"
"PI_mort_37","6","55576","9.10063996449307","7.66666666666667","0.603469917500652","0.602146394744659","0.604793440256646"
"PI_mort_20","6","55576","9.10063996449307","7.66666666666667","0.603863618628432","0.602540449720834","0.605186787536031"
"PI_hosp_37","6","55576","9.10063996449307","7.66666666666667","0.622296304650827","0.620992620954156","0.623599988347497"
"PI_hosp_20","6","55576","9.10063996449307","7.66666666666667","0.622373347694395","0.621069954944493","0.623676740444297"
"num_mm_37","6","55576","9.10063996449307","7.66666666666667","0.666336428792267","0.665258149433385","0.667414708151149"
"num_mm_20","6","55576","9.10063996449307","7.66666666666667","0.653814946083951","0.65274002620877","0.654889865959131"
"PI_cons_NB_37","6","55576","9.10063996449307","7.66666666666667","0.639348531563124","0.638070459586684","0.640626603539563"
"PI_cons_NB_20","6","55576","9.10063996449307","7.66666666666667","0.633856151034233","0.632568738951353","0.635143563117113"
"PI_gen_37","6","55576","9.10063996449307","7.66666666666667","0.664740344058908","0.663628707309965","0.665851980807851"
"PI_mort_37","7","31636","9.10889492982678","7.71428571428571","0.605874475880163","0.604132786118609","0.607616165641716"
"PI_mort_20","7","31636","9.10889492982678","7.71428571428571","0.606289251469457","0.604548221291039","0.608030281647874"
"PI_hosp_37","7","31636","9.10889492982678","7.71428571428571","0.624609905677718","0.622896208406099","0.626323602949336"
"PI_hosp_20","7","31636","9.10889492982678","7.71428571428571","0.624706522895116","0.622993479527367","0.626419566262864"
"num_mm_37","7","31636","9.10889492982678","7.71428571428571","0.667097895593518","0.66567954559854","0.668516245588496"
"num_mm_20","7","31636","9.10889492982678","7.71428571428571","0.654318859408732","0.652904101547322","0.655733617270142"
"PI_cons_NB_37","7","31636","9.10889492982678","7.71428571428571","0.641441030583652","0.63976214518901","0.643119915978294"
"PI_cons_NB_20","7","31636","9.10889492982678","7.71428571428571","0.63600148497574","0.634309925970869","0.63769304398061"
"PI_gen_37","7","31636","9.10889492982678","7.71428571428571","0.664976317692829","0.663516916723483","0.666435718662176"
"PI_mort_37","8","5392","9.31813334569733","7.875","0.609109432970368","0.604926605498455","0.613292260442281"
"PI_mort_20","8","5392","9.31813334569733","7.875","0.609537209748289","0.605356671196753","0.613717748299825"
"PI_hosp_37","8","5392","9.31813334569733","7.875","0.626247899000849","0.622122255046243","0.630373542955454"
"PI_hosp_20","8","5392","9.31813334569733","7.875","0.62669117644509","0.622572326247609","0.630810026642572"
"num_mm_37","8","5392","9.31813334569733","7.875","0.663783473376825","0.66032556333656","0.667241383417091"
"num_mm_20","8","5392","9.31813334569733","7.875","0.652053144745361","0.648617081240397","0.655489208250325"
"PI_cons_NB_37","8","5392","9.31813334569733","7.875","0.641855786932765","0.637815082239092","0.645896491626438"
"PI_cons_NB_20","8","5392","9.31813334569733","7.875","0.636997697786942","0.632933957141317","0.641061438432567"
"PI_gen_37","8","5392","9.31813334569733","7.875","0.661391481291528","0.657804389323885","0.664978573259171"
