"model","years","cases","cohort","mean_fu","median_fu","c_index","L_CI","U_CI"
"PI_cons_NB_20","3","449","20378","1084.54499950927","1096","0.53541136805145","0.52227265980008","0.54855007630282"
"PI_gen_37","3","449","20378","1084.54499950927","1096","0.498125366444131","0.485815681296598","0.510435051591665"
"PI_mort_37","4","616","20378","1436.99892040436","1461","0.544869901259019","0.533466312008087","0.556273490509951"
"PI_mort_20","4","616","20378","1436.99892040436","1461","0.544686702405234","0.533295113394775","0.556078291415692"
"PI_hosp_37","4","616","20378","1436.99892040436","1461","0.541145344159774","0.529924153666118","0.55236653465343"
"PI_hosp_20","4","616","20378","1436.99892040436","1461","0.541401968433391","0.530184935865496","0.552619001001286"
"num_mm_37","4","616","20378","1436.99892040436","1461","0.499372318017001","0.489115365122502","0.509629270911501"
"num_mm_20","4","616","20378","1436.99892040436","1461","0.500819471448817","0.490833582533314","0.510805360364321"
"PI_cons_NB_37","4","616","20378","1436.99892040436","1461","0.536081948279491","0.524996205330347","0.547167691228635"
"PI_cons_NB_20","4","616","20378","1436.99892040436","1461","0.537551023980694","0.526442746708384","0.548659301253003"
"PI_gen_37","4","616","20378","1436.99892040436","1461","0.50080411370372","0.490298531112473","0.511309696294967"
"PI_mort_37","5","797","20378","1788.96378447345","1826","0.542957019776567","0.532992787291517","0.552921252261618"
"PI_mort_20","5","797","20378","1788.96378447345","1826","0.542944520656543","0.532986492661362","0.552902548651724"
"PI_hosp_37","5","797","20378","1788.96378447345","1826","0.54069486795577","0.5308418403862","0.550547895525339"
"PI_hosp_20","5","797","20378","1788.96378447345","1826","0.540857545419661","0.531007044297013","0.55070804654231"
"num_mm_37","5","797","20378","1788.96378447345","1826","0.50363677166809","0.494622819054496","0.512650724281684"
"num_mm_20","5","797","20378","1788.96378447345","1826","0.504675111664053","0.495884259803736","0.513465963524369"
"PI_cons_NB_37","5","797","20378","1788.96378447345","1826","0.536782454484628","0.526995130158921","0.546569778810334"
"PI_cons_NB_20","5","797","20378","1788.96378447345","1826","0.538079214574188","0.528278958801053","0.547879470347323"
"PI_gen_37","5","797","20378","1788.96378447345","1826","0.503919088064203","0.494676298666686","0.513161877461721"
"PI_mort_37","6","986","20378","2135.55520659535","2191","0.546393387717569","0.537442476411135","0.555344299024003"
"PI_mort_20","6","986","20378","2135.55520659535","2191","0.546672890926457","0.537726628996364","0.555619152856549"
"PI_hosp_37","6","986","20378","2135.55520659535","2191","0.544454698808683","0.53557008455127","0.553339313066095"
"PI_hosp_20","6","986","20378","2135.55520659535","2191","0.54474945136877","0.53587048428676","0.55362841845078"
"num_mm_37","6","986","20378","2135.55520659535","2191","0.505621228120315","0.497445345350143","0.513797110890488"
"num_mm_20","6","986","20378","2135.55520659535","2191","0.507552317939761","0.499584719711182","0.515519916168341"
"PI_cons_NB_37","6","986","20378","2135.55520659535","2191","0.540194321765916","0.531356933273059","0.549031710258773"
"PI_cons_NB_20","6","986","20378","2135.55520659535","2191","0.541727060664529","0.53288493073738","0.550569190591677"
"PI_gen_37","6","986","20378","2135.55520659535","2191","0.505724365930186","0.497392723362639","0.514056008497733"
"PI_mort_37","7","1133","20378","2413.5225242909","2556","0.542081082173509","0.533675563643462","0.550486600703556"
"PI_mort_20","7","1133","20378","2413.5225242909","2556","0.542339837576235","0.533938564610755","0.550741110541716"
"PI_hosp_37","7","1133","20378","2413.5225242909","2556","0.541999374748661","0.533645706777628","0.550353042719693"
"PI_hosp_20","7","1133","20378","2413.5225242909","2556","0.54237432002775","0.534021235983689","0.550727404071812"
"num_mm_37","7","1133","20378","2413.5225242909","2556","0.509308686220881","0.501644442398595","0.516972930043167"
"num_mm_20","7","1133","20378","2413.5225242909","2556","0.511284599200875","0.503805609967047","0.518763588434702"
"PI_cons_NB_37","7","1133","20378","2413.5225242909","2556","0.53945833777685","0.531137758502083","0.547778917051618"
"PI_cons_NB_20","7","1133","20378","2413.5225242909","2556","0.540724231960483","0.532397085227702","0.549051378693263"
"PI_gen_37","7","1133","20378","2413.5225242909","2556","0.510210139713302","0.502396512934874","0.518023766491731"
"PI_mort_37","8","1204","20378","2523.93208361959","2582","0.542271071339581","0.534033161597672","0.55050898108149"
"PI_mort_20","8","1204","20378","2523.93208361959","2582","0.542474175345657","0.534240402586716","0.550707948104599"
"PI_hosp_37","8","1204","20378","2523.93208361959","2582","0.542935621593957","0.534748681779057","0.551122561408858"
"PI_hosp_20","8","1204","20378","2523.93208361959","2582","0.543368714291552","0.535182330722633","0.55155509786047"
"num_mm_37","8","1204","20378","2523.93208361959","2582","0.509957259581697","0.502436173767026","0.517478345396369"
"num_mm_20","8","1204","20378","2523.93208361959","2582","0.512237405837947","0.504897623841126","0.519577187834768"
"PI_cons_NB_37","8","1204","20378","2523.93208361959","2582","0.540695223721978","0.532540158315954","0.548850289128002"
"PI_cons_NB_20","8","1204","20378","2523.93208361959","2582","0.542047002620189","0.53388561414714","0.550208391093238"
"PI_gen_37","8","1204","20378","2523.93208361959","2582","0.511098590147511","0.503428590093054","0.518768590201968"
"PI_mort_37","9","1205","20378","2530.45043674551","2582","0.541770757377259","0.533515930450947","0.550025584303571"
"PI_mort_20","9","1205","20378","2530.45043674551","2582","0.541980851655978","0.533730064947284","0.550231638364672"
"PI_hosp_37","9","1205","20378","2530.45043674551","2582","0.542365068071529","0.534159980709078","0.550570155433979"
"PI_hosp_20","9","1205","20378","2530.45043674551","2582","0.54278295673411","0.534578702260245","0.550987211207975"
"num_mm_37","9","1205","20378","2530.45043674551","2582","0.509898859109245","0.502365845782028","0.517431872436462"
"num_mm_20","9","1205","20378","2530.45043674551","2582","0.512066923099733","0.504716863696207","0.519416982503259"
"PI_cons_NB_37","9","1205","20378","2530.45043674551","2582","0.540153261420608","0.531978323208635","0.548328199632581"
"PI_cons_NB_20","9","1205","20378","2530.45043674551","2582","0.541466880978164","0.53328632472985","0.549647437226477"
"PI_gen_37","9","1205","20378","2530.45043674551","2582","0.510878324040269","0.503199676096861","0.518556971983678"
"PI_mort_37","10","1205","20378","2530.4600058887","2582","0.541770757377259","0.533515930450947","0.550025584303571"
"PI_mort_20","10","1205","20378","2530.4600058887","2582","0.541980851655978","0.533730064947284","0.550231638364672"
"PI_hosp_37","10","1205","20378","2530.4600058887","2582","0.542365068071529","0.534159980709078","0.550570155433979"
"PI_hosp_20","10","1205","20378","2530.4600058887","2582","0.54278295673411","0.534578702260245","0.550987211207975"
"num_mm_37","10","1205","20378","2530.4600058887","2582","0.509898859109245","0.502365845782028","0.517431872436462"
"num_mm_20","10","1205","20378","2530.4600058887","2582","0.512066923099733","0.504716863696207","0.519416982503259"
"PI_cons_NB_37","10","1205","20378","2530.4600058887","2582","0.540153261420608","0.531978323208635","0.548328199632581"
"PI_cons_NB_20","10","1205","20378","2530.4600058887","2582","0.541466880978164","0.53328632472985","0.549647437226477"
"PI_gen_37","10","1205","20378","2530.4600058887","2582","0.510878324040269","0.503199676096861","0.518556971983678"
