"model","years","cohort","mean_rate","median_rate","c_index","L_CI","U_CI"
"PI_cons_NB_37","7","5884","5.45457414781004","4.14285714285714","0.603074330858016","0.598826956651513","0.607321705064519"
"PI_cons_NB_20","7","5884","5.45457414781004","4.14285714285714","0.596396819327018","0.592127959159945","0.600665679494092"
"PI_gen_37","7","5884","5.45457414781004","4.14285714285714","0.616209371109448","0.612928896755181","0.619489845463715"
"PI_mort_37","8","1231","5.85895613322502","4.375","0.551139462147134","0.541784982421531","0.560493941872737"
"PI_mort_20","8","1231","5.85895613322502","4.375","0.551658067792985","0.542331988855498","0.560984146730473"
"PI_hosp_37","8","1231","5.85895613322502","4.375","0.586494199101796","0.577197848052245","0.595790550151348"
"PI_hosp_20","8","1231","5.85895613322502","4.375","0.586001657399487","0.576679115128379","0.595324199670595"
"num_mm_37","8","1231","5.85895613322502","4.375","0.6223000427716","0.615133312142809","0.629466773400391"
"num_mm_20","8","1231","5.85895613322502","4.375","0.617518311591103","0.610327749683367","0.62470887349884"
"PI_cons_NB_37","8","1231","5.85895613322502","4.375","0.608405287639008","0.599109202476118","0.617701372801897"
"PI_cons_NB_20","8","1231","5.85895613322502","4.375","0.601202951240376","0.591860038931774","0.610545863548979"
"PI_gen_37","8","1231","5.85895613322502","4.375","0.624790820145423","0.617403457590623","0.632178182700224"
