"model","years","cohort","mean_rate","median_rate","c_index","L_CI","U_CI"
"PI_gen_37","4","15547","7.18821959220428","5.75","0.653670173053053","0.651563397754786","0.65577694835132"
"PI_mort_37","5","15303","7.32057766451023","5.8","0.577661393093049","0.575063947620682","0.580258838565416"
"PI_mort_20","5","15303","7.32057766451023","5.8","0.578384825216314","0.575789722109577","0.580979928323051"
"PI_hosp_37","5","15303","7.32057766451023","5.8","0.616542372329149","0.614004748723862","0.619079995934436"
"PI_hosp_20","5","15303","7.32057766451023","5.8","0.615615656208162","0.613076039634081","0.618155272782242"
"num_mm_37","5","15303","7.32057766451023","5.8","0.651929770428285","0.649869705280759","0.653989835575811"
"num_mm_20","5","15303","7.32057766451023","5.8","0.645269306997439","0.643234884291221","0.647303729703657"
"PI_cons_NB_37","5","15303","7.32057766451023","5.8","0.641481836840601","0.639005554461762","0.643958119219439"
"PI_cons_NB_20","5","15303","7.32057766451023","5.8","0.63365700377731","0.631154304240238","0.636159703314383"
"PI_gen_37","5","15303","7.32057766451023","5.8","0.652490301541035","0.650371765471503","0.654608837610567"
"PI_mort_37","6","14895","7.45083361306926","6","0.580814867414923","0.57819473003259","0.583435004797257"
"PI_mort_20","6","14895","7.45083361306926","6","0.581568479396769","0.578951454345975","0.584185504447564"
"PI_hosp_37","6","14895","7.45083361306926","6","0.619550426561362","0.616991913154339","0.622108939968386"
"PI_hosp_20","6","14895","7.45083361306926","6","0.618547672738548","0.615987657521965","0.621107687955131"
"num_mm_37","6","14895","7.45083361306926","6","0.652279946902663","0.650199240600687","0.65436065320464"
"num_mm_20","6","14895","7.45083361306926","6","0.645313145549121","0.643255803159094","0.647370487939147"
"PI_cons_NB_37","6","14895","7.45083361306926","6","0.644426273774331","0.641931516723941","0.646921030824722"
"PI_cons_NB_20","6","14895","7.45083361306926","6","0.63654519499787","0.634024287701907","0.639066102293833"
"PI_gen_37","6","14895","7.45083361306926","6","0.652762089219012","0.650620081661326","0.654904096776698"
