"model","years","cohort","mean_rate","median_rate","c_index","L_CI","U_CI"
"num_mm_37","5","22506","10.3837998755887","8.8","0.659028593373108","0.657217393707209","0.660839793039008"
"num_mm_20","5","22506","10.3837998755887","8.8","0.653781531134063","0.6519919974165","0.655571064851625"
"PI_cons_NB_37","5","22506","10.3837998755887","8.8","0.641414668181267","0.639391492758145","0.64343784360439"
"PI_cons_NB_20","5","22506","10.3837998755887","8.8","0.633762177474627","0.631718336999165","0.635806017950088"
"PI_gen_37","5","22506","10.3837998755887","8.8","0.661081880387506","0.65922449822482","0.662939262550193"
"PI_mort_37","6","21736","10.5256716967243","9","0.56961638666702","0.567412041830915","0.571820731503125"
"PI_mort_20","6","21736","10.5256716967243","9","0.570519542020269","0.568315964403326","0.572723119637212"
"PI_hosp_37","6","21736","10.5256716967243","9","0.614527196084381","0.612403002945605","0.616651389223156"
"PI_hosp_20","6","21736","10.5256716967243","9","0.613962907266568","0.61183789823364","0.616087916299495"
"num_mm_37","6","21736","10.5256716967243","9","0.658860140221517","0.657022746586743","0.660697533856291"
"num_mm_20","6","21736","10.5256716967243","9","0.653689416698279","0.65187390460811","0.655504928788447"
"PI_cons_NB_37","6","21736","10.5256716967243","9","0.641808105569546","0.639756645359743","0.643859565779349"
"PI_cons_NB_20","6","21736","10.5256716967243","9","0.634246764079466","0.632173665567226","0.636319862591705"
"PI_gen_37","6","21736","10.5256716967243","9","0.661202114185205","0.659318468997474","0.663085759372935"
"PI_mort_37","7","11951","10.5909368014631","9.14285714285714","0.570470765282503","0.567507769994083","0.573433760570924"
"PI_mort_20","7","11951","10.5909368014631","9.14285714285714","0.571402149899726","0.568439850250769","0.574364449548684"
"PI_hosp_37","7","11951","10.5909368014631","9.14285714285714","0.614959523196384","0.612110993757468","0.6178080526353"
"PI_hosp_20","7","11951","10.5909368014631","9.14285714285714","0.614154284985742","0.611306099187567","0.617002470783916"
"num_mm_37","7","11951","10.5909368014631","9.14285714285714","0.659062292738163","0.656605938804632","0.661518646671694"
"num_mm_20","7","11951","10.5909368014631","9.14285714285714","0.652904076995648","0.650474514098105","0.655333639893191"
"PI_cons_NB_37","7","11951","10.5909368014631","9.14285714285714","0.64172293492231","0.63897090778341","0.644474962061209"
"PI_cons_NB_20","7","11951","10.5909368014631","9.14285714285714","0.634070876809401","0.631288651056143","0.636853102562658"
"PI_gen_37","7","11951","10.5909368014631","9.14285714285714","0.66139224080748","0.658876182808442","0.663908298806519"
"PI_mort_37","8","1949","11.1816316059518","9.625","0.571369116522068","0.564035579799359","0.578702653244776"
"PI_mort_20","8","1949","11.1816316059518","9.625","0.572501222823348","0.565160085960925","0.579842359685771"
"PI_hosp_37","8","1949","11.1816316059518","9.625","0.615519935999389","0.608445663955406","0.622594208043371"
"PI_hosp_20","8","1949","11.1816316059518","9.625","0.614496849306784","0.607438660161963","0.621555038451605"
"num_mm_37","8","1949","11.1816316059518","9.625","0.661684302555674","0.655492727321602","0.667875877789746"
"num_mm_20","8","1949","11.1816316059518","9.625","0.656789030346178","0.65062630019808","0.662951760494276"
"PI_cons_NB_37","8","1949","11.1816316059518","9.625","0.639663933130396","0.632796444476644","0.646531421784148"
"PI_cons_NB_20","8","1949","11.1816316059518","9.625","0.632424341452597","0.625509306968885","0.63933937593631"
"PI_gen_37","8","1949","11.1816316059518","9.625","0.660318772274749","0.65393284916356","0.666704695385937"
